date,snow_day,snowfall_overnight,snowfall_24h,precipitation_overnight,precipitation_24h,no_snowfall_penalty,freezing_rain,temp_min_overnight,wind_speed_avg_overnight,wind_gusts_max_overnight,dewpoint_avg_overnight,humidity_avg_overnight,temperature0,precipitation0,snowfall0,snow_depth0,wind_speed0,wind_gusts0,weather_code0,temperature1,precipitation1,snowfall1,snow_depth1,wind_speed1,wind_gusts1,weather_code1,temperature2,precipitation2,snowfall2,snow_depth2,wind_speed2,wind_gusts2,weather_code2,temperature3,precipitation3,snowfall3,snow_depth3,wind_speed3,wind_gusts3,weather_code3,temperature4,precipitation4,snowfall4,snow_depth4,wind_speed4,wind_gusts4,weather_code4,temperature5,precipitation5,snowfall5,snow_depth5,wind_speed5,wind_gusts5,weather_code5,temperature6,precipitation6,snowfall6,snow_depth6,wind_speed6,wind_gusts6,weather_code6,temperature7,precipitation7,snowfall7,snow_depth7,wind_speed7,wind_gusts7,weather_code7
2025-01-09,0,0.0,0.0,0.0,0.0,2,False,-8.2,29.325,45.4,-10.9625,76.625,-8.0,0.0,0.0,0.0,27.7,40.7,3,-7.9,0.0,0.0,0.0,28.0,41.0,3,-7.8,0.0,0.0,0.0,30.0,43.2,3,-7.6,0.0,0.0,0.0,31.3,45.4,3,-7.5,0.0,0.0,0.0,30.7,45.4,3,-7.4,0.0,0.0,0.0,30.0,44.6,3,-7.4,0.0,0.0,0.0,28.7,43.9,3,-7.3,0.0,0.0,0.0,28.2,42.1,3
2025-01-10,0,0.0,2.87,0.0,4.1,1,False,-4.3,22.6125,41.0,-8.4625,67.25,-4.3,0.0,0.0,0.0,12.2,25.9,3,-4.0,0.0,0.0,0.0,17.0,24.8,3,-3.5,0.0,0.0,0.0,25.0,34.2,3,-3.1,0.0,0.0,0.0,28.3,41.0,3,-2.8,0.0,0.0,0.0,24.9,40.0,3,-2.7,0.0,0.0,0.0,22.9,36.0,1,-2.6,0.0,0.0,0.0,25.1,36.4,1,-2.8,0.0,0.0,0.0,25.5,35.6,3
2025-01-13,1,0.63,2.31,1.2,3.5,1,False,-6.6,44.0375,66.2,-2.65,80.5,0.8,0.2,0.07,0.0,40.2,53.6,71,1.3,0.1,0.0,0.0,44.1,57.6,51,1.1,0.1,0.0,0.0,43.5,59.4,51,0.9,0.0,0.0,0.0,43.2,59.4,3,0.3,0.3,0.21,0.0,42.6,58.3,73,-0.2,0.2,0.14,0.0,44.2,60.1,71,-0.7,0.1,0.07,0.0,46.3,63.4,71,-0.9,0.2,0.14,0.0,48.2,66.2,71
2025-01-14,1,0.7000000000000001,2.73,1.0,3.8,1,False,-7.6,42.5625,65.5,-9.5125,81.375,-6.6,0.1,0.07,0.0,45.0,64.4,71,-6.6,0.2,0.14,0.0,46.1,65.2,71,-6.5,0.2,0.14,0.0,44.9,65.5,71,-6.6,0.1,0.07,0.0,43.6,64.1,71,-6.8,0.1,0.07,0.0,41.0,62.3,71,-7.0,0.1,0.07,0.0,40.1,58.7,71,-7.3,0.1,0.07,0.0,40.0,57.2,71,-7.6,0.1,0.07,0.0,39.8,56.9,71
2025-01-15,1,0.49,0.56,0.6,0.7,1,False,-5.0,31.1875,48.6,-8.3625,74.0,-4.2,0.0,0.0,0.0,32.4,48.6,3,-4.4,0.0,0.0,0.0,33.0,46.1,3,-4.5,0.0,0.0,0.0,33.8,47.2,3,-4.7,0.0,0.0,0.0,32.2,47.2,3,-4.7,0.0,0.07,0.0,30.7,45.0,71,-4.6,0.1,0.07,0.0,30.1,43.2,71,-4.3,0.2,0.14,0.0,28.3,42.1,71,-4.0,0.3,0.21,0.0,29.0,40.0,73
2025-01-16,0,0.28,2.59,0.4,3.7,1,False,-4.9,42.125,63.0,-6.25,85.875,-3.7,0.0,0.0,0.0,42.8,61.2,3,-4.1,0.0,0.0,0.0,43.4,60.5,3,-4.8,0.0,0.0,0.0,44.2,63.0,3,-4.9,0.0,0.0,0.0,41.9,62.3,3,-4.6,0.1,0.07,0.0,42.2,59.4,71,-4.2,0.1,0.07,0.0,41.6,58.7,71,-3.9,0.1,0.07,0.0,40.7,58.0,71,-3.7,0.1,0.07,0.0,40.2,56.2,71
2025-01-17,0,0.35000000000000003,0.35,0.5,0.5,1,False,-2.3,29.175,53.3,-4.95,78.375,-1.3,0.0,0.0,0.0,38.6,53.3,3,-1.3,0.1,0.07,0.0,36.7,52.6,71,-1.4,0.1,0.07,0.0,34.8,49.7,71,-1.6,0.1,0.07,0.0,32.6,47.5,71,-1.8,0.1,0.07,0.0,27.2,43.9,71,-1.9,0.1,0.07,0.0,22.2,37.4,71,-2.1,0.0,0.0,0.0,20.5,31.3,3,-2.3,0.0,0.0,0.0,20.8,29.9,3
2025-01-20,1,3.85,6.58,5.5,9.4,0,False,-11.1,22.7125,59.8,-14.0375,69.875,-9.3,0.4,0.28,0.0,15.9,30.2,73,-9.6,0.6,0.42,0.0,15.9,26.6,73,-9.8,0.7,0.49,0.0,12.6,26.3,73,-9.9,0.9,0.63,0.0,11.0,23.0,73,-10.0,1.0,0.7,0.0,17.7,27.7,73,-9.6,1.0,0.7,0.0,28.2,39.6,73,-9.3,0.5,0.35,0.0,38.0,52.6,73,-9.1,0.4,0.28,0.0,42.4,59.8,73
2025-01-21,1,0.77,3.5,1.1,5.0,1,False,-12.4,44.975,68.8,-14.325000000000001,74.5,-10.7,0.1,0.07,0.0,45.7,68.8,71,-10.8,0.1,0.07,0.0,44.5,66.6,71,-10.8,0.1,0.07,0.0,44.7,64.4,71,-10.6,0.2,0.14,0.0,44.7,64.4,71,-10.5,0.2,0.14,0.0,43.7,64.4,71,-10.6,0.1,0.07,0.0,44.5,64.1,71,-10.6,0.1,0.07,0.0,44.8,64.8,71,-10.7,0.2,0.14,0.0,47.2,68.4,71
2025-01-22,1,1.33,3.99,1.9000000000000001,5.7,0,False,-15.1,42.975,70.2,-14.1375,85.125,-10.9,0.1,0.07,0.0,42.6,62.6,71,-12.1,0.2,0.14,0.0,48.4,66.6,71,-11.4,0.4,0.28,0.0,47.6,70.2,73,-13.4,0.4,0.28,0.0,42.6,68.8,73,-15.1,0.4,0.28,0.0,32.4,63.0,73,-11.9,0.2,0.14,0.0,43.8,63.0,71,-10.8,0.1,0.07,0.0,45.9,66.6,71,-10.9,0.1,0.07,0.0,40.5,65.5,71
2025-01-23,0,1.68,5.74,2.5,8.3,0,False,-5.9,41.5625,68.8,-6.9875,86.0,-5.9,0.3,0.21,0.0,47.6,68.8,73,-5.7,0.4,0.28,0.0,47.3,67.0,73,-5.4,0.4,0.21,0.0,45.2,66.2,73,-5.1,0.3,0.21,0.0,42.0,63.4,73,-4.8,0.3,0.21,0.0,39.9,58.7,73,-4.6,0.3,0.21,0.0,37.4,55.4,73,-4.3,0.2,0.14,0.0,35.8,51.8,71,-4.3,0.3,0.21,0.0,37.3,50.8,73
2025-01-24,1,1.47,1.89,2.1,2.6,0,False,-6.7,30.05,54.7,-10.7875,70.0,-5.7,0.5,0.35,0.0,36.9,54.7,73,-5.9,0.4,0.28,0.0,33.7,52.2,73,-6.0,0.4,0.28,0.0,33.7,47.5,73,-6.1,0.3,0.21,0.0,30.6,47.5,73,-6.4,0.2,0.14,0.0,28.1,43.9,71,-6.5,0.2,0.14,0.0,26.5,40.3,71,-6.5,0.1,0.07,0.0,25.7,38.2,71,-6.7,0.0,0.0,0.0,25.2,37.1,3
2025-01-27,1,0.0,1.82,0.0,2.6,1,False,-2.1,54.3,80.3,-5.3,76.5,-1.9,0.0,0.0,0.0,54.2,74.2,2,-1.9,0.0,0.0,0.0,53.5,75.2,1,-1.8,0.0,0.0,0.0,52.6,74.9,3,-1.6,0.0,0.0,0.0,53.8,74.9,2,-1.5,0.0,0.0,0.0,53.3,75.2,1,-1.6,0.0,0.0,0.0,54.0,75.6,3,-1.7,0.0,0.0,0.0,55.7,77.8,3,-1.7,0.0,0.0,0.0,57.3,80.3,3
2025-01-28,1,0.35000000000000003,4.06,0.5,5.9,1,False,-7.7,43.075,76.0,-10.525,68.5,-2.9,0.0,0.0,0.0,53.5,76.0,3,-3.6,0.0,0.0,0.0,48.9,74.5,3,-4.4,0.0,0.0,0.0,48.4,68.8,2,-5.6,0.1,0.07,0.0,42.4,67.0,71,-6.5,0.1,0.07,0.0,40.1,59.0,71,-6.9,0.1,0.07,0.0,39.3,55.8,71,-7.2,0.1,0.07,0.0,38.2,55.1,71,-7.7,0.1,0.07,0.0,33.8,53.3,71
2025-01-29,1,0.84,2.73,1.4,4.1,1,False,-6.3,45.7625,74.2,-4.025,76.375,2.0,0.0,0.0,0.0,37.1,49.3,3,1.1,0.6,0.35,0.0,35.5,48.2,73,0.5,0.7,0.42,0.0,40.1,60.5,73,0.1,0.1,0.07,0.0,48.6,64.1,71,-0.8,0.0,0.0,0.0,50.4,69.8,3,-1.5,0.0,0.0,0.0,50.6,70.2,3,-1.9,0.0,0.0,0.0,51.3,72.0,3,-2.3,0.0,0.0,0.0,52.5,74.2,3
2025-01-30,1,0.0,0.07,0.0,0.1,1,False,-5.7,27.45,44.3,-10.375,64.875,-5.7,0.0,0.0,0.0,30.9,44.3,3,-5.5,0.0,0.0,0.0,30.1,43.2,3,-4.9,0.0,0.0,0.0,28.8,42.1,3,-4.4,0.0,0.0,0.0,28.9,40.0,3,-4.5,0.0,0.0,0.0,27.9,40.0,3,-4.6,0.0,0.0,0.0,25.6,38.9,3,-4.4,0.0,0.0,0.0,22.8,36.0,3,-4.1,0.0,0.0,0.0,24.6,34.6,3
2025-01-31,0,0.0,0.0,0.0,0.0,2,False,-4.5,15.4875,36.4,-0.8625,86.875,2.0,0.0,0.0,0.0,24.1,36.4,0,1.6,0.0,0.0,0.0,21.9,30.6,0,1.3,0.0,0.0,0.0,18.6,27.7,0,1.0,0.0,0.0,0.0,12.5,23.4,0,0.9,0.0,0.0,0.0,6.6,16.2,2,1.0,0.0,0.0,0.0,4.0,9.0,3,0.8,0.0,0.0,0.0,15.8,18.7,3,0.2,0.0,0.0,0.0,20.4,25.2,0
2025-02-03,0,0.28,4.83,0.7,7.2,1,False,-2.7,28.675,45.7,-1.7625,90.5,-1.6,0.0,0.0,0.0,28.6,38.5,3,-1.0,0.0,0.0,0.0,25.9,38.5,3,-0.8,0.0,0.0,0.0,33.2,43.2,3,-0.3,0.0,0.0,0.0,33.8,45.7,3,0.0,0.0,0.0,0.0,32.7,45.4,3,0.1,0.2,0.07,0.0,25.7,43.6,71,0.2,0.2,0.07,0.0,21.3,33.8,71,0.2,0.3,0.14,0.0,28.2,35.6,71
2025-02-04,0,0.14,0.56,0.2,0.8,1,False,-7.4,36.2,65.2,-5.5,83.375,-3.0,0.0,0.0,0.0,33.6,47.2,3,-3.1,0.0,0.0,0.0,34.1,48.2,3,-3.1,0.0,0.0,0.0,33.3,47.2,3,-3.1,0.0,0.0,0.0,33.4,45.4,3,-3.0,0.0,0.0,0.0,31.8,45.4,3,-3.1,0.0,0.0,0.0,34.0,45.4,3,-3.1,0.0,0.0,0.0,40.3,52.9,3,-3.1,0.2,0.14,0.0,49.1,65.2,71
2025-02-05,0,0.42000000000000004,1.26,0.6000000000000001,1.8,1,False,-7.2,20.25,37.8,-9.5875,73.25,-6.0,0.1,0.07,0.0,25.2,37.8,71,-6.0,0.1,0.07,0.0,24.1,36.4,71,-5.9,0.0,0.0,0.0,21.6,34.9,3,-5.5,0.1,0.07,0.0,20.6,31.7,71,-5.2,0.1,0.07,0.0,20.6,30.2,71,-5.3,0.1,0.07,0.0,18.3,30.2,71,-5.4,0.1,0.07,0.0,16.4,27.4,71,-5.4,0.0,0.0,0.0,15.2,25.2,3
2025-02-06,0,0.14,1.05,0.2,1.5,1,False,-5.5,26.075,44.3,-7.2875,81.75,-5.0,0.0,0.0,0.0,30.9,43.2,3,-5.4,0.0,0.0,0.0,29.9,44.3,3,-5.5,0.0,0.0,0.0,29.4,42.8,3,-4.9,0.0,0.0,0.0,27.1,42.1,3,-4.4,0.0,0.0,0.0,22.9,38.9,3,-4.2,0.0,0.0,0.0,25.0,34.9,3,-4.0,0.1,0.07,0.0,23.3,35.3,71,-3.9,0.1,0.07,0.0,20.1,32.8,71
2025-02-07,1,1.19,1.4,1.6,1.9,0,False,-6.6,56.0875,91.8,-9.3,77.875,-5.7,0.3,0.21,0.0,64.0,90.0,73,-5.8,0.0,0.07,0.0,59.9,91.8,71,-6.0,0.0,0.0,0.0,56.1,85.7,3,-6.3,0.1,0.07,0.0,54.8,80.3,71,-6.4,0.4,0.28,0.0,55.1,78.1,73,-6.0,0.3,0.21,0.0,54.2,78.8,73,-6.1,0.3,0.21,0.0,53.8,76.7,73,-5.9,0.2,0.14,0.0,50.8,75.6,71
2025-02-10,0,0.0,0.0,0.0,0.0,2,False,-6.1,28.1875,46.8,-10.6625,69.875,-5.9,0.0,0.0,0.0,33.4,46.8,3,-6.0,0.0,0.0,0.0,32.9,46.4,3,-6.1,0.0,0.0,0.0,31.6,46.1,3,-6.1,0.0,0.0,0.0,29.1,44.3,3,-6.1,0.0,0.0,0.0,26.8,41.0,3,-6.1,0.0,0.0,0.0,24.7,38.2,3,-6.1,0.0,0.0,0.0,23.5,35.3,3,-6.0,0.0,0.0,0.0,23.5,33.8,3
2025-02-11,0,0.0,0.98,0.0,1.4,1,False,-7.4,38.725,58.7,-8.95,68.875,-3.2,0.0,0.0,0.0,38.3,52.9,3,-3.3,0.0,0.0,0.0,39.0,53.6,3,-3.9,0.0,0.0,0.0,39.4,55.1,3,-4.2,0.0,0.0,0.0,41.3,57.2,3,-4.1,0.0,0.0,0.0,42.4,58.3,3,-4.1,0.0,0.0,0.0,39.9,58.7,3,-4.4,0.0,0.0,0.0,36.0,55.4,3,-5.1,0.0,0.0,0.0,33.5,50.0,3
2025-02-12,0,0.0,4.83,0.0,6.9,1,False,-7.3,28.7375,46.8,-11.3125,71.25,-7.0,0.0,0.0,0.0,28.4,40.7,3,-7.0,0.0,0.0,0.0,28.1,41.0,3,-7.0,0.0,0.0,0.0,27.7,40.7,3,-6.9,0.0,0.0,0.0,26.8,40.3,3,-6.8,0.0,0.0,0.0,24.7,38.9,3,-7.2,0.0,0.0,0.0,30.1,42.5,3,-7.3,0.0,0.0,0.0,31.5,45.4,3,-7.1,0.0,0.0,0.0,32.6,46.8,3
2025-02-13,1,3.7800000000000002,4.62,5.4,6.7,0,False,-6.3,32.65,55.8,-6.4875,89.125,-5.3,0.9,0.63,0.0,36.1,55.8,73,-5.3,0.9,0.63,0.0,28.8,50.8,73,-5.1,0.8,0.56,0.0,34.3,47.2,73,-4.7,0.6,0.42,0.0,33.2,47.2,73,-4.5,1.0,0.7,0.0,32.5,46.4,73,-4.7,0.9,0.63,0.0,32.1,46.4,73,-4.8,0.2,0.14,0.0,31.9,45.0,71,-5.2,0.1,0.07,0.0,32.3,45.4,71
2025-02-14,1,0.35000000000000003,0.42,0.5,0.6,1,False,-7.1,38.0125,68.4,-10.525,69.75,-5.1,0.1,0.07,0.0,47.1,68.4,71,-5.3,0.1,0.07,0.0,40.5,66.2,71,-5.5,0.0,0.0,0.0,36.5,57.2,3,-5.8,0.1,0.07,0.0,34.1,51.1,71,-6.2,0.1,0.07,0.0,33.6,47.9,71,-6.3,0.1,0.07,0.0,35.1,48.6,71,-6.5,0.0,0.0,0.0,38.2,52.2,3,-6.7,0.0,0.0,0.0,39.0,54.4,3
2025-02-17,0,0.9800000000000001,4.2,1.4000000000000001,6.0,1,False,-8.8,40.35,66.2,-10.45,80.75,-7.8,0.2,0.14,0.0,37.4,54.4,71,-8.0,0.1,0.07,0.0,35.5,52.9,71,-7.9,0.1,0.07,0.0,36.8,51.1,71,-7.8,0.1,0.07,0.0,39.0,54.4,71,-7.8,0.1,0.07,0.0,40.7,57.2,71,-7.7,0.2,0.14,0.0,41.7,58.7,71,-7.6,0.4,0.28,0.0,45.2,63.4,73,-7.2,0.2,0.14,0.0,46.5,66.2,71
2025-02-18,1,2.59,5.25,3.6,7.4,0,False,-8.9,49.9375,74.2,-11.7875,78.875,-8.7,0.4,0.28,0.0,51.3,74.2,73,-8.7,0.3,0.21,0.0,50.9,73.4,73,-8.9,0.6,0.42,0.0,49.8,72.7,73,-8.9,0.8,0.56,0.0,48.7,71.3,73,-8.8,0.6,0.49,0.0,49.4,70.6,73,-8.9,0.3,0.21,0.0,49.9,71.3,73,-8.7,0.2,0.14,0.0,49.7,71.6,71,-8.6,0.4,0.28,0.0,49.8,70.9,73
2025-02-19,1,2.24,2.87,3.2,4.2,0,False,-9.3,30.975,61.9,-10.525,81.875,-6.8,0.3,0.21,0.0,43.4,59.8,73,-6.9,0.5,0.35,0.0,44.5,61.9,73,-7.1,0.6,0.42,0.0,36.7,61.6,73,-7.9,0.8,0.56,0.0,23.5,51.8,73,-8.8,0.6,0.42,0.0,23.8,34.6,73,-8.9,0.2,0.14,0.0,24.1,35.6,71,-8.7,0.1,0.07,0.0,26.0,37.4,71,-8.7,0.1,0.07,0.0,25.8,38.2,71
2025-02-20,0,0.8400000000000001,1.61,1.2,2.3,1,False,-9.5,17.325,32.0,-11.525,76.375,-8.4,0.1,0.07,0.0,17.3,32.0,71,-8.3,0.1,0.07,0.0,14.9,27.0,71,-8.3,0.2,0.14,0.0,17.0,25.9,71,-8.2,0.1,0.07,0.0,17.9,27.7,71,-8.0,0.1,0.07,0.0,17.1,27.4,71,-7.8,0.1,0.07,0.0,16.5,26.3,71,-7.7,0.3,0.21,0.0,18.2,27.0,73,-8.0,0.2,0.14,0.0,19.7,29.5,71
2025-02-21,0,0.0,0.0,0.0,0.0,2,False,-7.9,29.9875,50.4,-10.925,76.375,-6.6,0.0,0.0,0.0,34.4,50.4,3,-7.1,0.0,0.0,0.0,32.4,48.6,3,-7.5,0.0,0.0,0.0,31.5,46.1,3,-7.7,0.0,0.0,0.0,30.3,44.6,3,-7.9,0.0,0.0,0.0,29.1,43.2,3,-7.8,0.0,0.0,0.0,27.3,41.4,3,-7.6,0.0,0.0,0.0,27.3,39.2,3,-7.7,0.0,0.0,0.0,27.6,39.2,3
2025-02-24,0,0.0,0.7,0.0,1.2,1,False,-1.2,34.0125,56.2,-2.4625,90.125,-1.0,0.0,0.0,0.0,26.6,37.1,3,-0.9,0.0,0.0,0.0,29.1,38.2,3,-0.9,0.0,0.0,0.0,29.4,38.9,3,-1.0,0.0,0.0,0.0,33.0,42.8,3,-1.1,0.0,0.0,0.0,35.5,47.9,3,-1.2,0.0,0.0,0.0,37.5,50.0,3,-1.1,0.0,0.0,0.0,39.1,52.9,3,-1.0,0.0,0.0,0.0,41.9,56.2,3
2025-02-25,0,0.0,0.0,0.0,0.4,2,True,-0.0,14.625,27.4,-0.7625,91.25,1.1,0.0,0.0,0.0,16.1,21.6,3,0.9,0.0,0.0,0.0,21.9,26.3,3,0.9,0.0,0.0,0.0,18.7,27.4,3,0.6,0.0,0.0,0.0,15.9,23.0,3,0.3,0.0,0.0,0.0,11.4,19.4,3,0.2,0.0,0.0,0.0,11.4,13.7,3,0.0,0.0,0.0,0.0,10.8,13.7,3,-0.0,0.0,0.0,0.0,10.8,13.7,3
2025-02-26,0,0.0,0.0,0.0,0.0,2,False,-0.5,14.725,25.6,-3.4875,77.625,0.6,0.0,0.0,0.0,20.0,24.8,0,0.4,0.0,0.0,0.0,19.7,25.6,0,0.2,0.0,0.0,0.0,16.2,24.8,0,0.0,0.0,0.0,0.0,11.4,20.2,0,-0.2,0.0,0.0,0.0,13.5,17.3,1,-0.3,0.0,0.0,0.0,14.2,18.4,1,-0.4,0.0,0.0,0.0,13.0,18.0,1,-0.5,0.0,0.0,0.0,9.8,16.9,0
2025-02-27,0,0.0,0.14,0.0,0.3,1,False,-1.0,8.8375,19.1,-1.7625,89.625,-0.0,0.0,0.0,0.0,13.3,19.1,3,-0.0,0.0,0.0,0.0,12.8,16.9,3,-0.1,0.0,0.0,0.0,12.3,16.2,3,-0.4,0.0,0.0,0.0,10.7,15.8,3,-0.4,0.0,0.0,0.0,8.1,14.0,3,-0.4,0.0,0.0,0.0,4.9,11.2,3,-0.4,0.0,0.0,0.0,3.7,7.2,3,-0.3,0.0,0.0,0.0,4.9,6.8,3
2025-02-28,0,0.0,1.26,0.0,2.7,1,False,-4.7,19.9,39.2,-6.7,79.625,-2.0,0.0,0.0,0.0,28.8,39.2,3,-2.7,0.0,0.0,0.0,27.4,38.5,3,-3.3,0.0,0.0,0.0,25.5,37.1,3,-3.7,0.0,0.0,0.0,22.9,35.3,3,-4.1,0.0,0.0,0.0,19.8,32.0,3,-4.4,0.0,0.0,0.0,14.4,28.4,3,-4.5,0.0,0.0,0.0,8.5,22.0,3,-4.7,0.0,0.0,0.0,11.9,18.0,3
2025-03-03,0,0.0,0.0,0.0,0.0,2,False,-3.1,23.05,34.6,-8.85,63.25,-2.9,0.0,0.0,0.0,24.9,34.2,3,-2.8,0.0,0.0,0.0,24.2,34.2,3,-2.7,0.0,0.0,0.0,24.4,33.5,3,-2.5,0.0,0.0,0.0,25.2,34.6,3,-2.6,0.0,0.0,0.0,22.8,34.2,2,-2.9,0.0,0.0,0.0,20.7,31.3,3,-3.0,0.0,0.0,0.0,20.7,28.8,3,-3.1,0.0,0.0,0.0,21.5,29.5,3
2025-03-04,0,0.0,0.0,0.30000000000000004,4.4,2,True,-0.8,25.425,37.1,-2.375,86.375,-0.4,0.0,0.0,0.0,26.8,37.1,3,-0.6,0.0,0.0,0.0,26.2,35.3,3,-0.8,0.2,0.0,0.0,25.1,34.6,51,-0.7,0.1,0.0,0.0,25.0,34.2,51,-0.4,0.0,0.0,0.0,23.4,32.8,3,-0.0,0.0,0.0,0.0,24.3,31.3,3,-0.0,0.0,0.0,0.0,25.1,32.0,3,0.0,0.0,0.0,0.0,27.5,34.6,3
2025-03-05,0,0.0,0.0,8.8,14.7,2,False,1.5,27.0875,50.4,0.05000000000000002,86.625,1.7,0.4,0.0,0.0,16.2,20.9,51,1.7,0.4,0.0,0.0,20.3,23.4,51,1.8,0.6,0.0,0.0,23.6,29.5,53,2.0,1.1,0.0,0.0,24.2,30.2,55,1.9,0.9,0.0,0.0,28.0,34.9,53,2.1,1.6,0.0,0.0,31.3,39.6,61,2.3,2.1,0.0,0.0,34.5,44.3,61,2.8,1.7,0.0,0.0,38.6,50.4,61
2025-03-06,1,0.35000000000000003,0.56,1.5,1.8,1,False,-8.8,45.8625,85.7,-2.0,94.375,1.2,0.0,0.0,0.0,31.7,47.5,3,0.9,0.1,0.0,0.0,27.0,41.0,51,0.7,0.6,0.0,0.0,32.0,34.2,53,-0.9,0.3,0.0,0.0,50.4,65.2,51,-1.7,0.0,0.0,0.0,51.4,70.2,3,-2.6,0.1,0.07,0.0,55.0,75.6,71,-3.4,0.2,0.14,0.0,59.5,83.2,71,-4.0,0.2,0.14,0.0,59.9,85.7,71
2025-03-07,1,0.0,0.28,0.0,0.4,1,False,-4.9,32.6,47.2,-7.45,77.75,-4.3,0.0,0.0,0.0,26.8,36.4,1,-3.8,0.0,0.0,0.0,34.9,45.7,1,-3.7,0.0,0.0,0.0,29.6,45.7,0,-3.6,0.0,0.0,0.0,30.3,39.2,0,-3.8,0.0,0.0,0.0,35.0,45.4,2,-4.2,0.0,0.0,0.0,35.6,47.2,2,-4.6,0.0,0.0,0.0,34.9,46.4,0,-4.9,0.0,0.0,0.0,33.7,45.7,0
2025-03-10,0,0.0,0.0,0.0,0.0,2,False,-0.2,13.5,37.1,-1.325,86.125,1.9,0.0,0.0,0.0,23.3,37.1,0,1.5,0.0,0.0,0.0,19.4,28.4,0,1.2,0.0,0.0,0.0,16.9,23.8,1,0.9,0.0,0.0,0.0,15.9,20.5,1,0.6,0.0,0.0,0.0,12.9,18.7,1,0.3,0.0,0.0,0.0,9.2,15.1,1,0.1,0.0,0.0,0.0,4.5,10.4,3,-0.2,0.0,0.0,0.0,5.9,5.4,0
2025-03-11,0,0.0,0.0,0.0,0.0,2,False,-3.3,36.5,52.2,-1.075,72.0,4.0,0.0,0.0,0.0,37.1,47.2,3,4.0,0.0,0.0,0.0,38.2,49.7,0,4.0,0.0,0.0,0.0,40.0,51.5,3,4.1,0.0,0.0,0.0,40.2,51.8,3,3.9,0.0,0.0,0.0,39.1,52.2,3,3.2,0.0,0.0,0.0,35.7,50.4,2,2.6,0.0,0.0,0.0,31.7,45.7,3,2.2,0.0,0.0,0.0,30.0,40.0,0
2025-03-12,0,0.0,0.0,0.0,0.0,2,False,-3.8,18.7,34.6,-8.1,69.875,-2.8,0.0,0.0,0.0,22.0,34.6,3,-2.9,0.0,0.0,0.0,21.3,29.9,3,-3.0,0.0,0.0,0.0,16.9,28.8,0,-3.3,0.0,0.0,0.0,18.5,25.6,2,-3.6,0.0,0.0,0.0,20.1,27.7,3,-3.8,0.0,0.0,0.0,19.5,27.7,3,-3.8,0.0,0.0,0.0,16.7,27.4,3,-3.7,0.0,0.0,0.0,14.6,23.8,3
2025-03-13,0,0.0,0.0,0.0,0.0,2,False,-1.9,11.2375,21.6,-7.3375,65.75,-1.3,0.0,0.0,0.0,14.3,21.6,3,-1.5,0.0,0.0,0.0,13.7,19.1,3,-1.7,0.0,0.0,0.0,12.5,18.4,3,-1.9,0.0,0.0,0.0,11.6,16.9,3,-1.9,0.0,0.0,0.0,9.9,16.2,3,-1.9,0.0,0.0,0.0,9.2,14.0,3,-1.8,0.0,0.0,0.0,8.5,13.3,3,-1.8,0.0,0.0,0.0,10.2,13.7,3
2025-03-14,0,0.0,0.0,0.0,0.0,2,False,-0.1,17.25,23.0,-3.6,75.0,0.5,0.0,0.0,0.0,17.0,20.5,2,0.3,0.0,0.0,0.0,17.9,22.0,3,0.4,0.0,0.0,0.0,17.2,22.0,3,0.4,0.0,0.0,0.0,16.7,20.9,3,0.4,0.0,0.0,0.0,16.8,20.5,3,0.4,0.0,0.0,0.0,16.3,20.5,3,0.1,0.0,0.0,0.0,17.0,20.5,3,-0.1,0.0,0.0,0.0,19.1,23.0,3
2025-03-17,0,0.0,0.0,0.0,0.0,2,False,-5.1,29.575,55.1,-7.575,72.375,-2.1,0.0,0.0,0.0,38.5,55.1,3,-2.2,0.0,0.0,0.0,33.9,51.5,3,-2.4,0.0,0.0,0.0,29.8,45.4,3,-2.9,0.0,0.0,0.0,29.1,40.0,3,-3.4,0.0,0.0,0.0,29.3,39.6,3,-4.1,0.0,0.0,0.0,27.9,39.6,3,-4.6,0.0,0.0,0.0,25.8,38.5,2,-5.1,0.0,0.0,0.0,22.3,36.0,0
2025-03-18,0,0.0,0.0,0.0,0.0,2,False,0.6,37.9125,53.6,-2.3625,78.375,0.8,0.0,0.0,0.0,35.0,45.0,3,0.7,0.0,0.0,0.0,38.1,50.4,3,0.6,0.0,0.0,0.0,39.5,52.6,3,0.7,0.0,0.0,0.0,37.6,53.6,2,1.0,0.0,0.0,0.0,37.9,50.0,2,1.2,0.0,0.0,0.0,39.3,51.8,2,1.3,0.0,0.0,0.0,38.6,51.8,0,1.3,0.0,0.0,0.0,37.3,51.1,0
2025-03-19,0,0.0,0.0,0.0,0.5,2,False,2.8,21.375,34.6,0.575,81.375,3.1,0.0,0.0,0.0,18.1,31.0,3,4.8,0.0,0.0,0.0,25.5,27.7,3,3.8,0.0,0.0,0.0,26.3,34.6,3,3.6,0.0,0.0,0.0,21.4,32.0,3,3.3,0.0,0.0,0.0,17.1,25.6,3,3.1,0.0,0.0,0.0,18.8,22.0,3,2.9,0.0,0.0,0.0,20.2,24.1,3,3.1,0.0,0.0,0.0,23.6,28.1,3
